id,name,recvTime,NO2,O3,SO2,CO,CO2,PM10,PM25,PM1
33781,SondaCO2-ExteriorEduardoLatorre,2022-03-09T09:07:00.453Z,,,,,425,,,
33782,SondaCO2-ExteriorEduardoLatorre,2022-03-09T09:08:57.883Z,,,,,427,,,
33783,Gases-PaisValencia,2022-03-09T09:09:13.626Z,8.934361,77.637695,0,150.43147,,,,
33784,Gases-PaisValencia,2022-03-09T09:09:16.237Z,6.9799705,59.37796,0,225.85033,,,,
33785,SondaCO2-ExteriorEduardoLatorre,2022-03-09T09:10:56.307Z,,,,,426,,,
33786,SondaCO2-ExteriorEduardoLatorre,2022-03-09T09:13:00.507Z,,,,,427,,,
33787,SondaCO2-ExteriorEduardoLatorre,2022-03-09T09:15:00.11Z,,,,,427,,,
33788,Particulas-GilAlbert,2022-03-09T09:15:48.381Z,,,,,,5,5,2
33789,Particulas-CantoPinyo,2022-03-09T09:15:48.952Z,,,,,,23,21,1
33790,Particulas-ZonaNortePolideportivo,2022-03-09T09:15:49.517Z,,,,,,5,5,4
33791,Particulas-Oliver,2022-03-09T09:16:03.991Z,,,,,,0,0,0
33792,SondaCO2-ExteriorEduardoLatorre,2022-03-09T09:18:02.751Z,,,,,426,,,
33793,SondaCO2-ExteriorEduardoLatorre,2022-03-09T09:19:00.648Z,,,,,426,,,
33794,SondaCO2-ExteriorEduardoLatorre,2022-03-09T09:20:59.0Z,,,,,431,,,
33795,Particulas-PaisValencia,2022-03-09T09:21:17.400Z,,,,,,6,5,5
33796,SondaCO2-ExteriorEduardoLatorre,2022-03-09T09:23:02.167Z,,,,,429,,,
33797,SondaCO2-ExteriorEduardoLatorre,2022-03-09T09:25:02.698Z,,,,,430,,,
33798,SondaCO2-ExteriorEduardoLatorre,2022-03-09T09:27:01.101Z,,,,,426,,,
33799,SondaCO2-ExteriorEduardoLatorre,2022-03-09T09:29:09.273Z,,,,,428,,,
33800,Particulas-CantoPinyo,2022-03-09T09:30:47.339Z,,,,,,3,3,0
33801,Particulas-GilAlbert,2022-03-09T09:30:47.830Z,,,,,,4,3,5
33802,Particulas-ZonaNortePolideportivo,2022-03-09T09:30:48.282Z,,,,,,4,4,6
33803,SondaCO2-ExteriorEduardoLatorre,2022-03-09T09:31:02.836Z,,,,,429,,,
33804,Particulas-Oliver,2022-03-09T09:31:03.838Z,,,,,,0,0,0
33805,SondaCO2-ExteriorEduardoLatorre,2022-03-09T09:33:06.582Z,,,,,428,,,
33806,SondaCO2-ExteriorEduardoLatorre,2022-03-09T09:35:07.20Z,,,,,429,,,
33807,Gases-ZonaNortePolideportivo,2022-03-09T09:36:16.400Z,0,40.9417,49.95049,105.08538,,,,
33808,Gases-ZonaNortePolideportivo,2022-03-09T09:36:16.746Z,0,55.73188,54.54706,140.78856,,,,
33809,SondaCO2-ExteriorEduardoLatorre,2022-03-09T09:37:05.575Z,,,,,430,,,
33810,SondaCO2-ExteriorEduardoLatorre,2022-03-09T09:39:12.416Z,,,,,427,,,
33811,SondaCO2-ExteriorEduardoLatorre,2022-03-09T09:41:10.959Z,,,,,426,,,
33812,SondaCO2-ExteriorEduardoLatorre,2022-03-09T09:43:09.363Z,,,,,429,,,
33813,SondaCO2-ExteriorEduardoLatorre,2022-03-09T09:45:14.612Z,,,,,428,,,
33814,Particulas-GilAlbert,2022-03-09T09:45:47.407Z,,,,,,6,6,4
33815,Particulas-CantoPinyo,2022-03-09T09:45:47.990Z,,,,,,2,2,3
33816,Particulas-ZonaNortePolideportivo,2022-03-09T09:45:48.528Z,,,,,,7,7,6
33817,Particulas-Oliver,2022-03-09T09:46:03.774Z,,,,,,0,0,0
33818,SondaCO2-ExteriorEduardoLatorre,2022-03-09T09:47:11.369Z,,,,,427,,,
33819,SondaCO2-ExteriorEduardoLatorre,2022-03-09T09:49:19.839Z,,,,,424,,,
33820,SondaCO2-ExteriorEduardoLatorre,2022-03-09T09:51:19.447Z,,,,,425,,,
33821,SondaCO2-ExteriorEduardoLatorre,2022-03-09T09:53:16.369Z,,,,,426,,,
33822,SondaCO2-ExteriorEduardoLatorre,2022-03-09T09:55:15.866Z,,,,,428,,,
33823,SondaCO2-ExteriorEduardoLatorre,2022-03-09T09:57:19.841Z,,,,,427,,,
33824,SondaCO2-ExteriorEduardoLatorre,2022-03-09T09:59:18.915Z,,,,,428,,,
33825,Particulas-GilAlbert,2022-03-09T10:00:48.225Z,,,,,,5,5,1
33826,Particulas-ZonaNortePolideportivo,2022-03-09T10:00:48.846Z,,,,,,7,6,2
33827,Particulas-CantoPinyo,2022-03-09T10:00:49.310Z,,,,,,4,4,1
33828,Particulas-Oliver,2022-03-09T10:01:04.272Z,,,,,,0,0,0
33829,SondaCO2-ExteriorEduardoLatorre,2022-03-09T10:01:18.504Z,,,,,425,,,
33830,Gases-CantoPinyo,2022-03-09T10:02:22.47Z,44.758095,26.83582,0,148.46336,,,,
33831,Gases-GilAlbert,2022-03-09T10:02:24.904Z,0,0,0,293.02567,,,,
33832,SondaCO2-ExteriorEduardoLatorre,2022-03-09T10:03:22.37Z,,,,,426,,,
33833,SondaCO2-ExteriorEduardoLatorre,2022-03-09T10:05:23.542Z,,,,,426,,,
33834,Gases-Oliver,2022-03-09T10:06:48.424Z,29.979658,0,0,105.11516,,,,
33835,SondaCO2-ExteriorEduardoLatorre,2022-03-09T10:07:22.884Z,,,,,425,,,
33836,SondaCO2-ExteriorEduardoLatorre,2022-03-09T10:09:23.487Z,,,,,424,,,
33837,Gases-PaisValencia,2022-03-09T10:10:43.722Z,0,69.594505,0,190.52759,,,,
33838,Gases-PaisValencia,2022-03-09T10:10:48.519Z,0,115.462746,0,189.67447,,,,
33839,SondaCO2-ExteriorEduardoLatorre,2022-03-09T10:11:23.138Z,,,,,427,,,
33840,SondaCO2-ExteriorEduardoLatorre,2022-03-09T10:13:25.791Z,,,,,425,,,
33841,SondaCO2-ExteriorEduardoLatorre,2022-03-09T10:15:25.664Z,,,,,424,,,
33842,Particulas-CantoPinyo,2022-03-09T10:15:48.253Z,,,,,,2,2,0
33843,Particulas-GilAlbert,2022-03-09T10:15:47.540Z,,,,,,2,2,6
33844,Particulas-ZonaNortePolideportivo,2022-03-09T10:15:48.620Z,,,,,,2,2,5
33845,Particulas-Oliver,2022-03-09T10:16:03.919Z,,,,,,0,0,0
33846,SondaCO2-ExteriorEduardoLatorre,2022-03-09T10:17:23.374Z,,,,,425,,,
33847,SondaCO2-ExteriorEduardoLatorre,2022-03-09T10:19:29.496Z,,,,,429,,,
33848,SondaCO2-ExteriorEduardoLatorre,2022-03-09T10:21:27.238Z,,,,,429,,,
33849,SondaCO2-ExteriorEduardoLatorre,2022-03-09T10:23:24.650Z,,,,,427,,,
33850,Particulas-PaisValencia,2022-03-09T10:24:25.56Z,,,,,,11,10,3
33851,SondaCO2-ExteriorEduardoLatorre,2022-03-09T10:25:30.893Z,,,,,429,,,
33852,SondaCO2-ExteriorEduardoLatorre,2022-03-09T10:27:28.806Z,,,,,429,,,
33853,SondaCO2-ExteriorEduardoLatorre,2022-03-09T10:29:35.240Z,,,,,428,,,
33854,Particulas-GilAlbert,2022-03-09T10:30:47.502Z,,,,,,9,8,2
33855,Particulas-ZonaNortePolideportivo,2022-03-09T10:30:47.880Z,,,,,,6,6,4
33856,Particulas-CantoPinyo,2022-03-09T10:30:48.570Z,,,,,,0,0,3
33857,Particulas-Oliver,2022-03-09T10:31:03.855Z,,,,,,0,0,0
33858,SondaCO2-ExteriorEduardoLatorre,2022-03-09T10:31:27.0Z,,,,,427,,,
33859,SondaCO2-ExteriorEduardoLatorre,2022-03-09T10:33:29.869Z,,,,,425,,,
33860,SondaCO2-ExteriorEduardoLatorre,2022-03-09T10:35:35.334Z,,,,,426,,,
33861,SondaCO2-ExteriorEduardoLatorre,2022-03-09T10:37:32.930Z,,,,,424,,,
33862,Gases-ZonaNortePolideportivo,2022-03-09T10:38:16.514Z,0,65.0259,54.54706,145.78442,,,,
33863,Gases-ZonaNortePolideportivo,2022-03-09T10:38:17.41Z,0,83.796425,40.75737,118.43639,,,,
33864,SondaCO2-ExteriorEduardoLatorre,2022-03-09T10:39:31.588Z,,,,,424,,,
33865,SondaCO2-ExteriorEduardoLatorre,2022-03-09T10:41:37.212Z,,,,,426,,,
33866,SondaCO2-ExteriorEduardoLatorre,2022-03-09T10:43:35.325Z,,,,,429,,,
33867,SondaCO2-ExteriorEduardoLatorre,2022-03-09T10:45:35.520Z,,,,,428,,,
33868,Particulas-GilAlbert,2022-03-09T10:45:47.440Z,,,,,,3,3,3
33869,Particulas-ZonaNortePolideportivo,2022-03-09T10:45:47.875Z,,,,,,5,5,10
33870,Particulas-CantoPinyo,2022-03-09T10:45:48.302Z,,,,,,4,4,0
33871,Particulas-Oliver,2022-03-09T10:46:03.926Z,,,,,,0,0,0
33872,SondaCO2-ExteriorEduardoLatorre,2022-03-09T10:47:38.272Z,,,,,426,,,
33873,SondaCO2-ExteriorEduardoLatorre,2022-03-09T10:49:35.943Z,,,,,424,,,
33874,SondaCO2-ExteriorEduardoLatorre,2022-03-09T10:51:42.67Z,,,,,426,,,
33875,SondaCO2-ExteriorEduardoLatorre,2022-03-09T10:53:39.466Z,,,,,425,,,
33876,SondaCO2-ExteriorEduardoLatorre,2022-03-09T10:55:37.364Z,,,,,425,,,
33877,SondaCO2-ExteriorEduardoLatorre,2022-03-09T10:57:41.697Z,,,,,426,,,
33878,SondaCO2-ExteriorEduardoLatorre,2022-03-09T10:59:38.387Z,,,,,426,,,
33879,Particulas-GilAlbert,2022-03-09T11:00:47.355Z,,,,,,5,5,3
33880,Particulas-CantoPinyo,2022-03-09T11:00:47.823Z,,,,,,0,0,0
33881,Particulas-ZonaNortePolideportivo,2022-03-09T11:00:48.408Z,,,,,,13,13,2
33882,Particulas-Oliver,2022-03-09T11:01:03.839Z,,,,,,0,0,0
33883,SondaCO2-ExteriorEduardoLatorre,2022-03-09T11:01:46.490Z,,,,,427,,,
33884,Gases-CantoPinyo,2022-03-09T11:02:20.443Z,0,5.0664983,0,210.68948,,,,
33885,Gases-GilAlbert,2022-03-09T11:02:24.680Z,0,0,0,288.03152,,,,
33886,SondaCO2-ExteriorEduardoLatorre,2022-03-09T11:03:46.194Z,,,,,428,,,
33887,SondaCO2-ExteriorEduardoLatorre,2022-03-09T11:05:45.767Z,,,,,424,,,
33888,Gases-Oliver,2022-03-09T11:07:03.321Z,29.057203,4.972667,0,264.0574,,,,
33889,SondaCO2-ExteriorEduardoLatorre,2022-03-09T11:07:42.967Z,,,,,424,,,
33890,SondaCO2-ExteriorEduardoLatorre,2022-03-09T11:09:46.708Z,,,,,424,,,
33891,SondaCO2-ExteriorEduardoLatorre,2022-03-09T11:11:49.925Z,,,,,425,,,
33892,Gases-PaisValencia,2022-03-09T11:12:58.758Z,0,96.036354,0,130.48499,,,,
33893,Gases-PaisValencia,2022-03-09T11:12:59.929Z,0,126.65549,0,78.68911,,,,
33894,SondaCO2-ExteriorEduardoLatorre,2022-03-09T11:13:46.415Z,,,,,425,,,
33895,SondaCO2-ExteriorEduardoLatorre,2022-03-09T11:15:45.882Z,,,,,424,,,
33896,Particulas-GilAlbert,2022-03-09T11:16:13.233Z,,,,,,5,5,11
33897,Particulas-CantoPinyo,2022-03-09T11:16:13.824Z,,,,,,3,1,1
33898,Particulas-ZonaNortePolideportivo,2022-03-09T11:16:15.294Z,,,,,,3,3,3
33899,Particulas-Oliver,2022-03-09T11:16:15.688Z,,,,,,0,0,0
33900,SondaCO2-ExteriorEduardoLatorre,2022-03-09T11:17:50.27Z,,,,,425,,,
33901,SondaCO2-ExteriorEduardoLatorre,2022-03-09T11:19:47.405Z,,,,,424,,,
33902,SondaCO2-ExteriorEduardoLatorre,2022-03-09T11:21:53.539Z,,,,,424,,,
33903,SondaCO2-ExteriorEduardoLatorre,2022-03-09T11:23:50.918Z,,,,,423,,,
33904,SondaCO2-ExteriorEduardoLatorre,2022-03-09T11:25:50.818Z,,,,,426,,,
33905,Particulas-PaisValencia,2022-03-09T11:27:32.532Z,,,,,,6,5,1
33906,SondaCO2-ExteriorEduardoLatorre,2022-03-09T11:27:54.275Z,,,,,427,,,
33907,SondaCO2-ExteriorEduardoLatorre,2022-03-09T11:29:52.131Z,,,,,426,,,
33908,Particulas-GilAlbert,2022-03-09T11:30:47.464Z,,,,,,16,15,1
33909,Particulas-ZonaNortePolideportivo,2022-03-09T11:30:48.392Z,,,,,,3,3,13
33910,Particulas-CantoPinyo,2022-03-09T11:30:48.976Z,,,,,,2,2,22
33911,Particulas-Oliver,2022-03-09T11:31:03.815Z,,,,,,0,0,0
33912,SondaCO2-ExteriorEduardoLatorre,2022-03-09T11:31:58.404Z,,,,,423,,,
33913,SondaCO2-ExteriorEduardoLatorre,2022-03-09T11:33:55.492Z,,,,,426,,,
33914,SondaCO2-ExteriorEduardoLatorre,2022-03-09T11:35:55.790Z,,,,,425,,,
33915,SondaCO2-ExteriorEduardoLatorre,2022-03-09T11:37:59.195Z,,,,,427,,,
33916,Gases-ZonaNortePolideportivo,2022-03-09T11:38:25.287Z,0,44.395695,20.07285,155.13014,,,,
33917,Gases-ZonaNortePolideportivo,2022-03-09T11:38:23.508Z,0,71.298164,20.07285,121.70954,,,,
33918,SondaCO2-ExteriorEduardoLatorre,2022-03-09T11:39:57.263Z,,,,,430,,,
33919,SondaCO2-ExteriorEduardoLatorre,2022-03-09T11:42:05.694Z,,,,,431,,,
33920,SondaCO2-ExteriorEduardoLatorre,2022-03-09T11:43:56.684Z,,,,,429,,,
33921,Particulas-GilAlbert,2022-03-09T11:45:47.549Z,,,,,,2,2,2
33922,Particulas-CantoPinyo,2022-03-09T11:45:47.974Z,,,,,,35,32,1
33923,Particulas-ZonaNortePolideportivo,2022-03-09T11:45:48.643Z,,,,,,14,13,27
33924,SondaCO2-ExteriorEduardoLatorre,2022-03-09T11:45:55.330Z,,,,,429,,,
33925,Particulas-Oliver,2022-03-09T11:46:03.791Z,,,,,,0,0,0
33926,SondaCO2-ExteriorEduardoLatorre,2022-03-09T11:47:59.715Z,,,,,432,,,
33927,SondaCO2-ExteriorEduardoLatorre,2022-03-09T11:50:02.415Z,,,,,429,,,
33928,SondaCO2-ExteriorEduardoLatorre,2022-03-09T11:52:01.614Z,,,,,429,,,
33929,SondaCO2-ExteriorEduardoLatorre,2022-03-09T11:54:08.930Z,,,,,429,,,
33930,SondaCO2-ExteriorEduardoLatorre,2022-03-09T11:56:00.329Z,,,,,431,,,
33931,SondaCO2-ExteriorEduardoLatorre,2022-03-09T11:58:05.520Z,,,,,430,,,
33932,SondaCO2-ExteriorEduardoLatorre,2022-03-09T12:00:27.22Z,,,,,430,,,
33933,SondaCO2-ExteriorEduardoLatorre,2022-03-09T12:00:27.774Z,,,,,430,,,
33934,Particulas-GilAlbert,2022-03-09T12:00:48.71Z,,,,,,3,3,1
33935,Particulas-CantoPinyo,2022-03-09T12:00:48.678Z,,,,,,4,4,1
33936,Particulas-ZonaNortePolideportivo,2022-03-09T12:00:49.241Z,,,,,,38,31,14
33937,Particulas-Oliver,2022-03-09T12:01:03.953Z,,,,,,0,0,0
33938,Gases-GilAlbert,2022-03-09T12:02:18.598Z,3.707977,11.808098,0,145.6465,,,,
33939,SondaCO2-ExteriorEduardoLatorre,2022-03-09T12:02:26.58Z,,,,,431,,,
33940,SondaCO2-ExteriorEduardoLatorre,2022-03-09T12:04:34.285Z,,,,,430,,,
33941,Gases-CantoPinyo,2022-03-09T12:05:00.890Z,0,63.604923,0,116.33577,,,,
33942,SondaCO2-ExteriorEduardoLatorre,2022-03-09T12:06:28.326Z,,,,,431,,,
33943,SondaCO2-ExteriorEduardoLatorre,2022-03-09T12:08:31.694Z,,,,,431,,,
33944,SondaCO2-ExteriorEduardoLatorre,2022-03-09T12:10:29.683Z,,,,,431,,,
33945,Gases-Oliver,2022-03-09T12:11:42.141Z,10.146956,14.087621,0,219.57388,,,,
33946,Gases-Oliver,2022-03-09T12:11:43.222Z,6.457155,50.750183,0,150.3096,,,,
33947,SondaCO2-ExteriorEduardoLatorre,2022-03-09T12:12:27.557Z,,,,,431,,,
33948,Gases-PaisValencia,2022-03-09T12:14:10.228Z,0,126.03363,0,81.24843,,,,
33949,Gases-PaisValencia,2022-03-09T12:14:13.459Z,0,134.09317,0,81.24843,,,,
33950,SondaCO2-ExteriorEduardoLatorre,2022-03-09T12:14:31.283Z,,,,,433,,,
33951,SondaCO2-ExteriorEduardoLatorre,2022-03-09T12:16:31.101Z,,,,,433,,,
33952,Particulas-GilAlbert,2022-03-09T12:17:15.955Z,,,,,,2,2,2
33953,Particulas-ZonaNortePolideportivo,2022-03-09T12:17:18.473Z,,,,,,20,15,33
33954,Particulas-CantoPinyo,2022-03-09T12:17:17.74Z,,,,,,3,3,1
33955,Particulas-Oliver,2022-03-09T12:17:20.950Z,,,,,,0,0,0
33956,SondaCO2-ExteriorEduardoLatorre,2022-03-09T12:18:34.747Z,,,,,431,,,
33957,SondaCO2-ExteriorEduardoLatorre,2022-03-09T12:20:32.29Z,,,,,430,,,
33958,SondaCO2-ExteriorEduardoLatorre,2022-03-09T12:22:30.504Z,,,,,433,,,
33959,SondaCO2-ExteriorEduardoLatorre,2022-03-09T12:24:34.45Z,,,,,431,,,
33960,SondaCO2-ExteriorEduardoLatorre,2022-03-09T12:26:35.756Z,,,,,431,,,
33961,SondaCO2-ExteriorEduardoLatorre,2022-03-09T12:28:33.304Z,,,,,432,,,
33962,SondaCO2-ExteriorEduardoLatorre,2022-03-09T12:30:36.855Z,,,,,427,,,
33963,Particulas-PaisValencia,2022-03-09T12:30:39.157Z,,,,,,5,3,1
33964,Particulas-GilAlbert,2022-03-09T12:30:47.948Z,,,,,,2,2,3
33965,Particulas-CantoPinyo,2022-03-09T12:30:49.71Z,,,,,,1,1,3
33966,Particulas-ZonaNortePolideportivo,2022-03-09T12:30:50.139Z,,,,,,48,39,15
33967,Particulas-Oliver,2022-03-09T12:31:04.669Z,,,,,,0,0,0
33968,SondaCO2-ExteriorEduardoLatorre,2022-03-09T12:32:41.284Z,,,,,424,,,
33969,SondaCO2-ExteriorEduardoLatorre,2022-03-09T12:34:38.635Z,,,,,427,,,
33970,SondaCO2-ExteriorEduardoLatorre,2022-03-09T12:36:39.938Z,,,,,426,,,
33971,SondaCO2-ExteriorEduardoLatorre,2022-03-09T12:38:43.940Z,,,,,429,,,
33972,Gases-ZonaNortePolideportivo,2022-03-09T12:40:18.642Z,24.331553,129.63693,20.07285,140.40096,,,,
33973,Gases-ZonaNortePolideportivo,2022-03-09T12:40:19.966Z,23.372675,69.766365,3.98486,4.3498454,,,,
33974,SondaCO2-ExteriorEduardoLatorre,2022-03-09T12:40:40.994Z,,,,,429,,,
33975,SondaCO2-ExteriorEduardoLatorre,2022-03-09T12:42:46.164Z,,,,,430,,,
33976,SondaCO2-ExteriorEduardoLatorre,2022-03-09T12:44:43.777Z,,,,,430,,,
33977,Particulas-CantoPinyo,2022-03-09T12:45:50.834Z,,,,,,4,4,1
33978,Particulas-GilAlbert,2022-03-09T12:45:48.517Z,,,,,,4,4,2
33979,Particulas-ZonaNortePolideportivo,2022-03-09T12:45:55.78Z,,,,,,22,16,16
33980,Particulas-Oliver,2022-03-09T12:46:05.853Z,,,,,,0,0,0
33981,SondaCO2-ExteriorEduardoLatorre,2022-03-09T12:46:43.890Z,,,,,430,,,
33982,SondaCO2-ExteriorEduardoLatorre,2022-03-09T12:48:46.499Z,,,,,429,,,
33983,SondaCO2-ExteriorEduardoLatorre,2022-03-09T12:50:45.166Z,,,,,428,,,
33984,SondaCO2-ExteriorEduardoLatorre,2022-03-09T12:52:49.142Z,,,,,430,,,
33985,SondaCO2-ExteriorEduardoLatorre,2022-03-09T12:54:46.726Z,,,,,429,,,
33986,SondaCO2-ExteriorEduardoLatorre,2022-03-09T12:56:50.712Z,,,,,430,,,
33987,SondaCO2-ExteriorEduardoLatorre,2022-03-09T12:58:48.979Z,,,,,430,,,
33988,Particulas-GilAlbert,2022-03-09T13:00:47.844Z,,,,,,4,4,7
33989,Particulas-CantoPinyo,2022-03-09T13:00:48.303Z,,,,,,3,3,3
33990,Particulas-ZonaNortePolideportivo,2022-03-09T13:00:48.677Z,,,,,,20,18,24
33991,SondaCO2-ExteriorEduardoLatorre,2022-03-09T13:00:53.70Z,,,,,429,,,
33992,Particulas-Oliver,2022-03-09T13:01:04.84Z,,,,,,0,0,0
33993,Gases-GilAlbert,2022-03-09T13:02:18.404Z,41.25127,31.594666,0,102.73735,,,,
33994,SondaCO2-ExteriorEduardoLatorre,2022-03-09T13:02:51.587Z,,,,,430,,,
33995,Gases-CantoPinyo,2022-03-09T13:04:15.621Z,29.860508,62.214138,0,114.560295,,,,
33996,SondaCO2-ExteriorEduardoLatorre,2022-03-09T13:04:48.889Z,,,,,427,,,
33997,Gases-Oliver,2022-03-09T13:06:16.388Z,24.444948,54.38071,0,99.123085,,,,
33998,SondaCO2-ExteriorEduardoLatorre,2022-03-09T13:07:54.742Z,,,,,428,,,
33999,SondaCO2-ExteriorEduardoLatorre,2022-03-09T13:08:51.0Z,,,,,428,,,
34000,Gases-PaisValencia,2022-03-09T13:10:16.25Z,0,129.89389,0,81.73592,,,,
34001,Gases-PaisValencia,2022-03-09T13:10:17.598Z,0,131.44984,0,54.233334,,,,
34002,SondaCO2-ExteriorEduardoLatorre,2022-03-09T13:10:53.853Z,,,,,427,,,
34003,SondaCO2-ExteriorEduardoLatorre,2022-03-09T13:12:49.988Z,,,,,429,,,
34004,SondaCO2-ExteriorEduardoLatorre,2022-03-09T13:14:55.750Z,,,,,430,,,
34005,Particulas-GilAlbert,2022-03-09T13:15:47.445Z,,,,,,9,9,6
34006,Particulas-CantoPinyo,2022-03-09T13:15:47.763Z,,,,,,4,4,1
34007,Particulas-ZonaNortePolideportivo,2022-03-09T13:15:48.183Z,,,,,,33,27,16
34008,Particulas-Oliver,2022-03-09T13:16:03.722Z,,,,,,0,0,0
34009,SondaCO2-ExteriorEduardoLatorre,2022-03-09T13:16:56.674Z,,,,,430,,,
34010,SondaCO2-ExteriorEduardoLatorre,2022-03-09T13:18:59.727Z,,,,,429,,,
34011,SondaCO2-ExteriorEduardoLatorre,2022-03-09T13:20:56.712Z,,,,,428,,,
34012,SondaCO2-ExteriorEduardoLatorre,2022-03-09T13:23:00.553Z,,,,,426,,,
34013,SondaCO2-ExteriorEduardoLatorre,2022-03-09T13:25:03.810Z,,,,,429,,,
34014,SondaCO2-ExteriorEduardoLatorre,2022-03-09T13:27:02.171Z,,,,,430,,,
34015,SondaCO2-ExteriorEduardoLatorre,2022-03-09T13:29:04.998Z,,,,,430,,,
34016,Particulas-GilAlbert,2022-03-09T13:30:47.327Z,,,,,,8,7,4
34017,Particulas-ZonaNortePolideportivo,2022-03-09T13:30:47.818Z,,,,,,23,16,10
34018,Particulas-CantoPinyo,2022-03-09T13:30:48.170Z,,,,,,3,3,1
34019,SondaCO2-ExteriorEduardoLatorre,2022-03-09T13:31:02.662Z,,,,,429,,,
34020,Particulas-Oliver,2022-03-09T13:31:04.921Z,,,,,,0,0,0
34021,SondaCO2-ExteriorEduardoLatorre,2022-03-09T13:33:01.261Z,,,,,426,,,
34022,Particulas-PaisValencia,2022-03-09T13:33:46.145Z,,,,,,3,2,2
34023,SondaCO2-ExteriorEduardoLatorre,2022-03-09T13:35:05.274Z,,,,,425,,,
34024,SondaCO2-ExteriorEduardoLatorre,2022-03-09T13:37:05.57Z,,,,,423,,,
34025,SondaCO2-ExteriorEduardoLatorre,2022-03-09T13:39:11.677Z,,,,,427,,,
34026,SondaCO2-ExteriorEduardoLatorre,2022-03-09T13:41:03.429Z,,,,,425,,,
34027,Gases-ZonaNortePolideportivo,2022-03-09T13:42:16.619Z,15.401994,107.942154,8.58142,20.349527,,,,
34028,Gases-ZonaNortePolideportivo,2022-03-09T13:42:18.183Z,24.391483,115.149,0,26.142143,,,,
34029,SondaCO2-ExteriorEduardoLatorre,2022-03-09T13:43:07.396Z,,,,,425,,,
34030,SondaCO2-ExteriorEduardoLatorre,2022-03-09T13:45:07.337Z,,,,,426,,,
34031,Particulas-GilAlbert,2022-03-09T13:45:47.372Z,,,,,,5,5,5
34032,Particulas-ZonaNortePolideportivo,2022-03-09T13:45:47.801Z,,,,,,11,11,5
34033,Particulas-CantoPinyo,2022-03-09T13:45:48.371Z,,,,,,2,2,2
34034,Particulas-Oliver,2022-03-09T13:46:03.750Z,,,,,,0,0,0
34035,SondaCO2-ExteriorEduardoLatorre,2022-03-09T13:47:05.553Z,,,,,427,,,
34036,SondaCO2-ExteriorEduardoLatorre,2022-03-09T13:49:08.790Z,,,,,427,,,
34037,SondaCO2-ExteriorEduardoLatorre,2022-03-09T13:51:16.38Z,,,,,430,,,
34038,SondaCO2-ExteriorEduardoLatorre,2022-03-09T13:53:11.99Z,,,,,428,,,
34039,SondaCO2-ExteriorEduardoLatorre,2022-03-09T13:55:14.617Z,,,,,426,,,
34040,SondaCO2-ExteriorEduardoLatorre,2022-03-09T13:57:13.157Z,,,,,425,,,
34041,SondaCO2-ExteriorEduardoLatorre,2022-03-09T13:59:09.906Z,,,,,427,,,
34042,Particulas-GilAlbert,2022-03-09T14:00:47.546Z,,,,,,7,6,3
34043,Particulas-CantoPinyo,2022-03-09T14:00:49.839Z,,,,,,3,3,1
34044,Particulas-ZonaNortePolideportivo,2022-03-09T14:00:50.351Z,,,,,,5,5,17
34045,Particulas-Oliver,2022-03-09T14:01:03.806Z,,,,,,0,0,0
34046,SondaCO2-ExteriorEduardoLatorre,2022-03-09T14:01:13.580Z,,,,,427,,,
34047,SondaCO2-ExteriorEduardoLatorre,2022-03-09T14:03:11.477Z,,,,,426,,,
34048,Gases-CantoPinyo,2022-03-09T14:04:18.10Z,55.343224,42.600437,0,98.49649,,,,
34049,Gases-GilAlbert,2022-03-09T14:04:20.232Z,52.838715,1.0895318,0,102.73735,,,,
34050,SondaCO2-ExteriorEduardoLatorre,2022-03-09T14:05:15.2Z,,,,,427,,,
34051,Gases-Oliver,2022-03-09T14:06:16.130Z,37.820488,69.51114,0,86.021774,,,,
34052,SondaCO2-ExteriorEduardoLatorre,2022-03-09T14:07:14.217Z,,,,,427,,,
34053,SondaCO2-ExteriorEduardoLatorre,2022-03-09T14:09:19.677Z,,,,,427,,,
34054,Gases-PaisValencia,2022-03-09T14:10:15.642Z,0,132.33789,0,86.44833,,,,
34055,Gases-PaisValencia,2022-03-09T14:10:16.174Z,1.2843146,135.39272,0,92.78571,,,,
34056,SondaCO2-ExteriorEduardoLatorre,2022-03-09T14:11:16.923Z,,,,,428,,,
34057,SondaCO2-ExteriorEduardoLatorre,2022-03-09T14:13:20.191Z,,,,,428,,,
34058,SondaCO2-ExteriorEduardoLatorre,2022-03-09T14:15:23.968Z,,,,,428,,,
34059,Particulas-GilAlbert,2022-03-09T14:15:47.431Z,,,,,,6,5,4
34060,Particulas-ZonaNortePolideportivo,2022-03-09T14:15:47.995Z,,,,,,23,18,5
34061,Particulas-CantoPinyo,2022-03-09T14:15:48.384Z,,,,,,2,2,4
34062,Particulas-Oliver,2022-03-09T14:16:03.727Z,,,,,,0,0,0
34063,SondaCO2-ExteriorEduardoLatorre,2022-03-09T14:17:22.893Z,,,,,429,,,
34064,SondaCO2-ExteriorEduardoLatorre,2022-03-09T14:19:20.205Z,,,,,426,,,
34065,SondaCO2-ExteriorEduardoLatorre,2022-03-09T14:21:23.533Z,,,,,425,,,
34066,SondaCO2-ExteriorEduardoLatorre,2022-03-09T14:23:24.700Z,,,,,428,,,
34067,SondaCO2-ExteriorEduardoLatorre,2022-03-09T14:25:23.259Z,,,,,431,,,
